number,final record date
57124,2024-09-19 19:00:00+08:00
57126,2024-09-19 19:00:00+08:00
57127,2024-09-19 19:00:00+08:00
57128,2024-09-19 19:00:00+08:00
57129,2024-09-19 19:00:00+08:00
57131,2024-09-19 19:00:00+08:00
57132,2024-09-19 19:00:00+08:00
57134,2024-09-19 19:00:00+08:00
57137,2024-09-19 19:00:00+08:00
57140,2024-09-19 19:00:00+08:00
57143,2024-09-19 19:00:00+08:00
57144,2024-09-19 19:00:00+08:00
57153,2024-09-19 19:00:00+08:00
57154,2024-09-19 19:00:00+08:00
57155,2024-09-19 19:00:00+08:00
57156,2024-09-19 17:00:00+08:00
57162,2024-09-19 17:00:00+08:00
57169,2024-09-19 17:00:00+08:00
57173,2024-09-19 17:00:00+08:00
57175,2024-09-19 17:00:00+08:00
57176,2024-09-19 17:00:00+08:00
57177,2024-09-19 17:00:00+08:00
57178,2024-09-19 17:00:00+08:00
57179,2024-09-19 17:00:00+08:00
57180,2024-09-19 17:00:00+08:00
57181,2024-09-19 17:00:00+08:00
57182,2024-09-19 17:00:00+08:00
57183,2024-09-19 17:00:00+08:00
57184,2024-09-19 17:00:00+08:00
57185,2024-09-19 17:00:00+08:00
57186,2024-09-19 17:00:00+08:00
57187,2024-09-19 17:00:00+08:00
57188,2024-09-19 17:00:00+08:00
57189,2024-09-19 17:00:00+08:00
57190,2024-09-19 17:00:00+08:00
57191,2024-09-19 17:00:00+08:00
57192,2024-09-19 17:00:00+08:00
57193,2024-09-19 17:00:00+08:00
57194,2024-09-19 17:00:00+08:00
57195,2024-09-19 17:00:00+08:00
57196,2024-09-19 17:00:00+08:00
57197,2024-09-19 17:00:00+08:00
57198,2024-09-19 17:00:00+08:00
57204,2024-09-19 15:00:00+08:00
57206,2024-09-19 15:00:00+08:00
57208,2024-09-19 15:00:00+08:00
57211,2024-09-19 19:00:00+08:00
57213,2024-09-19 19:00:00+08:00
57216,2024-09-19 15:00:00+08:00
57217,2024-09-19 15:00:00+08:00
57231,2024-09-19 19:00:00+08:00
57232,2024-09-19 19:00:00+08:00
57233,2024-09-19 19:00:00+08:00
57237,2024-09-19 15:00:00+08:00
57238,2024-09-19 19:00:00+08:00
57242,2024-09-19 19:00:00+08:00
57245,2024-09-19 19:00:00+08:00
57247,2024-09-19 19:00:00+08:00
57248,2024-09-19 19:00:00+08:00
57249,2024-09-19 18:00:00+08:00
57251,2024-09-19 18:00:00+08:00
57253,2024-09-19 18:00:00+08:00
57254,2024-09-19 19:00:00+08:00
57256,2024-09-19 18:00:00+08:00
57257,2024-09-19 18:00:00+08:00
57259,2024-09-19 18:00:00+08:00
57260,2024-09-19 18:00:00+08:00
57261,2024-09-19 17:00:00+08:00
57265,2024-09-19 18:00:00+08:00
57268,2024-09-19 18:00:00+08:00
57271,2024-09-19 17:00:00+08:00
57273,2024-09-19 17:00:00+08:00
57274,2024-09-19 17:00:00+08:00
57278,2024-09-19 18:00:00+08:00
57279,2024-09-19 18:00:00+08:00
57281,2024-09-19 17:00:00+08:00
57285,2024-09-19 17:00:00+08:00
57290,2024-09-19 17:00:00+08:00
57292,2024-09-19 17:00:00+08:00
57293,2024-09-19 17:00:00+08:00
57294,2024-09-19 17:00:00+08:00
57295,2024-09-19 17:00:00+08:00
57296,2024-09-19 17:00:00+08:00
57297,2024-09-19 17:00:00+08:00
57298,2024-09-19 17:00:00+08:00
57299,2024-09-19 17:00:00+08:00
57303,2024-09-19 15:00:00+08:00
57304,2024-09-19 15:00:00+08:00
57306,2024-09-19 15:00:00+08:00
57307,2024-09-19 15:00:00+08:00
57308,2024-09-19 15:00:00+08:00
57309,2024-09-19 15:00:00+08:00
57313,2024-09-19 15:00:00+08:00
57314,2024-09-19 15:00:00+08:00
57315,2024-09-19 15:00:00+08:00
57317,2024-09-19 15:00:00+08:00
57318,2024-09-19 15:00:00+08:00
57320,2024-09-19 15:00:00+08:00
57324,2024-09-19 15:00:00+08:00
57326,2024-09-19 15:00:00+08:00
57328,2024-09-19 15:00:00+08:00
57329,2024-09-19 15:00:00+08:00
57333,2024-09-19 19:00:00+08:00
57338,2024-09-19 19:00:00+08:00
57339,2024-09-19 19:00:00+08:00
57343,2024-09-19 19:00:00+08:00
57345,2024-09-19 19:00:00+08:00
57348,2024-09-19 19:00:00+08:00
57349,2024-09-19 19:00:00+08:00
57355,2024-09-19 18:00:00+08:00
57358,2024-09-19 18:00:00+08:00
57359,2024-09-19 18:00:00+08:00
57361,2024-09-19 18:00:00+08:00
57362,2024-09-19 18:00:00+08:00
57363,2024-09-19 18:00:00+08:00
57368,2024-09-19 18:00:00+08:00
57370,2024-09-19 18:00:00+08:00
57377,2024-09-19 18:00:00+08:00
57378,2024-09-19 18:00:00+08:00
57381,2024-09-19 18:00:00+08:00
57385,2024-09-19 18:00:00+08:00
57386,2024-09-19 18:00:00+08:00
57387,2024-09-19 18:00:00+08:00
57388,2024-09-19 18:00:00+08:00
57389,2024-09-19 18:00:00+08:00
57390,2024-09-19 17:00:00+08:00
57395,2024-09-19 18:00:00+08:00
57396,2024-09-19 17:00:00+08:00
57398,2024-09-19 18:00:00+08:00
57399,2024-09-19 18:00:00+08:00
57401,2024-09-19 15:00:00+08:00
57402,2024-09-19 15:00:00+08:00
57403,2024-09-19 15:00:00+08:00
57405,2024-09-19 15:00:00+08:00
57407,2024-09-19 15:00:00+08:00
57408,2024-09-19 15:00:00+08:00
57409,2024-09-19 19:00:00+08:00
57411,2024-09-19 15:00:00+08:00
57413,2024-09-19 15:00:00+08:00
57414,2024-09-19 15:00:00+08:00
57415,2024-09-19 15:00:00+08:00
57416,2024-09-19 15:00:00+08:00
57417,2024-09-19 15:00:00+08:00
57420,2024-09-19 15:00:00+08:00
57425,2024-09-19 19:00:00+08:00
57426,2024-09-19 19:00:00+08:00
57431,2024-09-19 19:00:00+08:00
57432,2024-09-19 19:00:00+08:00
57437,2024-09-19 19:00:00+08:00
57438,2024-09-19 19:00:00+08:00
57439,2024-09-19 18:00:00+08:00
57445,2024-09-19 18:00:00+08:00
57447,2024-09-19 18:00:00+08:00
57453,2024-09-19 18:00:00+08:00
57458,2024-09-19 18:00:00+08:00
57460,2024-09-19 18:00:00+08:00
57461,2024-09-19 18:00:00+08:00
57462,2024-09-19 18:00:00+08:00
57464,2024-09-19 18:00:00+08:00
57465,2024-09-19 18:00:00+08:00
57466,2024-09-19 18:00:00+08:00
57469,2024-09-19 18:00:00+08:00
57475,2024-09-19 18:00:00+08:00
57476,2024-09-19 18:00:00+08:00
57477,2024-09-19 18:00:00+08:00
57481,2024-09-19 18:00:00+08:00
57482,2024-09-19 18:00:00+08:00
57483,2024-09-19 18:00:00+08:00
57484,2024-09-19 18:00:00+08:00
57485,2024-09-19 18:00:00+08:00
57486,2024-09-19 18:00:00+08:00
57489,2024-09-19 18:00:00+08:00
57491,2024-09-19 18:00:00+08:00
57492,2024-09-19 18:00:00+08:00
57493,2024-09-19 18:00:00+08:00
57494,2024-09-19 18:00:00+08:00
57495,2024-09-19 18:00:00+08:00
57496,2024-09-19 18:00:00+08:00
57498,2024-09-19 18:00:00+08:00
57499,2024-09-19 18:00:00+08:00
57502,2024-09-19 19:00:00+08:00
57503,2024-09-19 15:00:00+08:00
57505,2024-09-19 19:00:00+08:00
57506,2024-09-19 19:00:00+08:00
57507,2024-09-19 15:00:00+08:00
57508,2024-09-19 15:00:00+08:00
57509,2024-09-19 19:00:00+08:00
57510,2024-09-19 19:00:00+08:00
57511,2024-09-19 19:00:00+08:00
57512,2024-09-19 19:00:00+08:00
57513,2024-09-19 19:00:00+08:00
57514,2024-09-19 19:00:00+08:00
57516,2024-09-19 19:00:00+08:00
57517,2024-09-19 19:00:00+08:00
57518,2024-09-19 19:00:00+08:00
57519,2024-09-19 19:00:00+08:00
57520,2024-09-19 19:00:00+08:00
57522,2024-09-19 19:00:00+08:00
57523,2024-09-19 19:00:00+08:00
57525,2024-09-19 19:00:00+08:00
57536,2024-09-19 19:00:00+08:00
57537,2024-09-19 19:00:00+08:00
57540,2024-09-19 18:00:00+08:00
57541,2024-09-19 18:00:00+08:00
57543,2024-09-19 18:00:00+08:00
57544,2024-09-19 18:00:00+08:00
57545,2024-09-19 18:00:00+08:00
57554,2024-09-19 18:00:00+08:00
57558,2024-09-19 18:00:00+08:00
57562,2024-09-19 18:00:00+08:00
57564,2024-09-19 18:00:00+08:00
57565,2024-09-19 18:00:00+08:00
57566,2024-09-19 18:00:00+08:00
57571,2024-09-19 18:00:00+08:00
57573,2024-09-19 18:00:00+08:00
57574,2024-09-19 18:00:00+08:00
57575,2024-09-19 18:00:00+08:00
57577,2024-09-19 18:00:00+08:00
57581,2024-09-19 18:00:00+08:00
57582,2024-09-19 18:00:00+08:00
57583,2024-09-19 18:00:00+08:00
57584,2024-09-19 18:00:00+08:00
57585,2024-09-19 18:00:00+08:00
57586,2024-09-19 18:00:00+08:00
57589,2024-09-19 18:00:00+08:00
57590,2024-09-19 18:00:00+08:00
57595,2024-09-19 18:00:00+08:00
57596,2024-09-19 18:00:00+08:00
57598,2024-09-19 16:00:00+08:00
57600,2024-09-19 15:00:00+08:00
57603,2024-09-19 15:00:00+08:00
57604,2024-09-19 15:00:00+08:00
57605,2024-09-19 15:00:00+08:00
57606,2024-09-19 18:00:00+08:00
57608,2024-09-19 15:00:00+08:00
57609,2024-09-19 18:00:00+08:00
57612,2024-09-19 19:00:00+08:00
57614,2024-09-19 18:00:00+08:00
57623,2024-09-19 18:00:00+08:00
57625,2024-09-19 18:00:00+08:00
57633,2024-09-19 19:00:00+08:00
57634,2024-09-19 18:00:00+08:00
57635,2024-09-19 19:00:00+08:00
57636,2024-09-19 18:00:00+08:00
57637,2024-09-19 18:00:00+08:00
57640,2024-09-19 18:00:00+08:00
57642,2024-09-19 18:00:00+08:00
57643,2024-09-19 18:00:00+08:00
57646,2024-09-19 18:00:00+08:00
57647,2024-09-19 18:00:00+08:00
57649,2024-09-19 18:00:00+08:00
57655,2024-09-19 18:00:00+08:00
57657,2024-09-19 18:00:00+08:00
57658,2024-09-19 18:00:00+08:00
57661,2024-09-19 18:00:00+08:00
57662,2024-09-19 18:00:00+08:00
57663,2024-09-19 18:00:00+08:00
57666,2024-09-19 18:00:00+08:00
57669,2024-09-19 18:00:00+08:00
57671,2024-09-19 18:00:00+08:00
57673,2024-09-19 18:00:00+08:00
57674,2024-09-19 18:00:00+08:00
57678,2024-09-19 18:00:00+08:00
57679,2024-09-19 18:00:00+08:00
57680,2024-09-19 18:00:00+08:00
57682,2024-09-19 18:00:00+08:00
57687,2024-09-19 18:00:00+08:00
57688,2024-09-19 18:00:00+08:00
57694,2024-09-19 16:00:00+08:00
57696,2024-09-19 16:00:00+08:00
57698,2024-09-19 16:00:00+08:00
57699,2024-09-19 16:00:00+08:00
57707,2024-09-19 18:00:00+08:00
57708,2024-09-19 18:00:00+08:00
57710,2024-09-19 18:00:00+08:00
57712,2024-09-19 18:00:00+08:00
57713,2024-08-27 17:00:00+08:00
57714,2024-09-19 18:00:00+08:00
57717,2024-09-19 18:00:00+08:00
57718,2024-09-19 18:00:00+08:00
57719,2024-09-19 18:00:00+08:00
57720,2024-09-19 18:00:00+08:00
57722,2024-09-19 18:00:00+08:00
57723,2024-09-19 18:00:00+08:00
57728,2024-09-19 18:00:00+08:00
57729,2024-09-19 18:00:00+08:00
57731,2024-09-19 18:00:00+08:00
57732,2024-09-19 18:00:00+08:00
57734,2024-09-19 18:00:00+08:00
57735,2024-09-19 18:00:00+08:00
57736,2024-09-19 18:00:00+08:00
57737,2024-09-19 18:00:00+08:00
57738,2024-09-19 18:00:00+08:00
57739,2024-09-19 18:00:00+08:00
57740,2024-09-19 18:00:00+08:00
57741,2024-09-19 18:00:00+08:00
57742,2024-09-19 18:00:00+08:00
57743,2024-09-19 18:00:00+08:00
57744,2024-09-19 18:00:00+08:00
57745,2024-09-19 18:00:00+08:00
57749,2024-09-19 18:00:00+08:00
57752,2024-09-19 18:00:00+08:00
57754,2024-09-19 18:00:00+08:00
57758,2024-09-19 18:00:00+08:00
57760,2024-09-19 18:00:00+08:00
57761,2024-09-19 18:00:00+08:00
57762,2024-09-19 18:00:00+08:00
57763,2024-09-19 18:00:00+08:00
57766,2024-09-19 18:00:00+08:00
57767,2024-09-19 18:00:00+08:00
57768,2024-09-19 18:00:00+08:00
57769,2024-09-19 18:00:00+08:00
57771,2024-09-19 18:00:00+08:00
57772,2024-09-19 18:00:00+08:00
57773,2024-09-19 18:00:00+08:00
57774,2024-09-19 18:00:00+08:00
57776,2024-09-19 18:00:00+08:00
57777,2024-09-19 18:00:00+08:00
57778,2024-09-19 18:00:00+08:00
57779,2024-09-19 18:00:00+08:00
57780,2024-09-19 18:00:00+08:00
57781,2024-09-19 18:00:00+08:00
57783,2024-09-19 16:00:00+08:00
57786,2024-09-19 16:00:00+08:00
57789,2024-09-19 16:00:00+08:00
57792,2024-09-19 16:00:00+08:00
57793,2024-09-19 16:00:00+08:00
57794,2024-09-19 16:00:00+08:00
57796,2024-09-19 16:00:00+08:00
57798,2024-09-19 16:00:00+08:00
57799,2024-09-19 16:00:00+08:00
57800,2024-09-19 18:00:00+08:00
57803,2024-09-19 18:00:00+08:00
57805,2024-09-19 18:00:00+08:00
57806,2024-09-19 18:00:00+08:00
57807,2024-09-19 18:00:00+08:00
57808,2024-09-19 18:00:00+08:00
57809,2024-09-19 18:00:00+08:00
57811,2024-09-19 18:00:00+08:00
57813,2024-09-19 18:00:00+08:00
57814,2024-09-19 18:00:00+08:00
57816,2024-09-19 18:00:00+08:00
57818,2024-09-19 18:00:00+08:00
57821,2024-09-19 18:00:00+08:00
57822,2024-09-19 18:00:00+08:00
57824,2024-09-19 18:00:00+08:00
57825,2024-09-19 18:00:00+08:00
57827,2024-09-19 18:00:00+08:00
57828,2024-09-19 18:00:00+08:00
57829,2024-09-19 18:00:00+08:00
57832,2024-09-19 18:00:00+08:00
57834,2024-09-19 18:00:00+08:00
57835,2024-09-19 18:00:00+08:00
57837,2024-09-19 18:00:00+08:00
57839,2024-09-19 18:00:00+08:00
57840,2024-09-19 18:00:00+08:00
57841,2024-09-19 18:00:00+08:00
57842,2024-09-19 18:00:00+08:00
57844,2024-09-19 18:00:00+08:00
57845,2024-09-19 18:00:00+08:00
57846,2024-09-19 18:00:00+08:00
57851,2024-09-19 18:00:00+08:00
57853,2024-09-19 18:00:00+08:00
57857,2024-09-19 18:00:00+08:00
57859,2024-09-19 16:00:00+08:00
57860,2024-09-19 18:00:00+08:00
57865,2024-09-19 18:00:00+08:00
57866,2024-09-19 18:00:00+08:00
57867,2024-09-19 18:00:00+08:00
57868,2024-09-19 18:00:00+08:00
57870,2024-09-19 18:00:00+08:00
57871,2024-09-19 18:00:00+08:00
57872,2024-09-19 18:00:00+08:00
57874,2024-09-19 18:00:00+08:00
57875,2024-09-19 18:00:00+08:00
57876,2024-09-19 18:00:00+08:00
57881,2024-09-19 18:00:00+08:00
57882,2024-09-19 18:00:00+08:00
57883,2024-09-19 16:00:00+08:00
57886,2024-09-19 18:00:00+08:00
57887,2024-09-19 18:00:00+08:00
57889,2024-09-19 18:00:00+08:00
57891,2024-09-19 16:00:00+08:00
57894,2024-09-19 16:00:00+08:00
57895,2024-09-19 16:00:00+08:00
57896,2024-09-19 16:00:00+08:00
57899,2024-09-19 16:00:00+08:00
57900,2024-09-19 18:00:00+08:00
57902,2024-09-19 18:00:00+08:00
57903,2024-09-19 18:00:00+08:00
57905,2024-09-19 18:00:00+08:00
57906,2024-09-19 18:00:00+08:00
57907,2024-09-19 18:00:00+08:00
57908,2024-09-19 18:00:00+08:00
57909,2024-09-19 18:00:00+08:00
57910,2024-09-19 18:00:00+08:00
57911,2024-09-19 18:00:00+08:00
57912,2024-09-19 18:00:00+08:00
57913,2024-09-19 18:00:00+08:00
57914,2024-09-19 18:00:00+08:00
57915,2024-09-19 18:00:00+08:00
57916,2024-09-19 18:00:00+08:00
57921,2024-09-19 18:00:00+08:00
57922,2024-09-19 18:00:00+08:00
57923,2024-09-19 18:00:00+08:00
57926,2024-09-19 18:00:00+08:00
57927,2024-09-19 16:00:00+08:00
57932,2024-09-19 18:00:00+08:00
57936,2024-09-19 18:00:00+08:00
57941,2024-09-19 16:00:00+08:00
57942,2024-09-19 16:00:00+08:00
57947,2024-09-19 16:00:00+08:00
57948,2024-09-19 16:00:00+08:00
57949,2024-09-19 16:00:00+08:00
57954,2024-09-19 16:00:00+08:00
57955,2024-09-19 16:00:00+08:00
57956,2024-09-19 16:00:00+08:00
57957,2024-09-19 16:00:00+08:00
57958,2024-09-19 16:00:00+08:00
57960,2024-09-19 16:00:00+08:00
57962,2024-09-19 18:00:00+08:00
57964,2024-09-19 16:00:00+08:00
57965,2024-09-19 18:00:00+08:00
57966,2024-09-19 18:00:00+08:00
57969,2024-09-19 18:00:00+08:00
57971,2024-09-19 18:00:00+08:00
57972,2024-09-19 18:00:00+08:00
57973,2024-09-19 18:00:00+08:00
57974,2024-09-19 18:00:00+08:00
57975,2024-09-19 18:00:00+08:00
57976,2024-09-19 18:00:00+08:00
57978,2024-09-19 18:00:00+08:00
57981,2024-09-19 18:00:00+08:00
57985,2024-09-19 18:00:00+08:00
57988,2024-09-19 16:00:00+08:00
57989,2024-09-19 16:00:00+08:00
57990,2024-09-19 16:00:00+08:00
57991,2024-09-19 16:00:00+08:00
57992,2024-09-19 16:00:00+08:00
57993,2024-09-19 16:00:00+08:00
57994,2024-09-19 16:00:00+08:00
57995,2024-09-19 16:00:00+08:00
57996,2024-09-19 16:00:00+08:00
58001,2024-09-19 17:00:00+08:00
58002,2024-09-19 16:00:00+08:00
58003,2024-09-19 16:00:00+08:00
58004,2024-09-19 17:00:00+08:00
58005,2024-09-19 17:00:00+08:00
58006,2024-09-19 17:00:00+08:00
58007,2024-09-19 17:00:00+08:00
58008,2024-09-19 17:00:00+08:00
58011,2024-09-19 16:00:00+08:00
58012,2024-09-19 17:00:00+08:00
58013,2024-09-19 17:00:00+08:00
58015,2024-09-19 15:00:00+08:00
58016,2024-09-19 15:00:00+08:00
58017,2024-09-19 17:00:00+08:00
58020,2024-09-19 16:00:00+08:00
58021,2024-09-19 16:00:00+08:00
58022,2024-09-19 16:00:00+08:00
58024,2024-09-19 16:00:00+08:00
58025,2024-09-19 16:00:00+08:00
58026,2024-09-19 17:00:00+08:00
58027,2024-09-19 17:00:00+08:00
58030,2024-09-19 16:00:00+08:00
58032,2024-09-19 16:00:00+08:00
58034,2024-09-19 16:00:00+08:00
58035,2024-09-19 17:00:00+08:00
58036,2024-09-19 17:00:00+08:00
58038,2024-09-19 17:00:00+08:00
58040,2024-09-19 17:00:00+08:00
58041,2024-09-19 17:00:00+08:00
58044,2024-09-19 17:00:00+08:00
58045,2024-09-19 17:00:00+08:00
58047,2024-09-19 17:00:00+08:00
58048,2024-09-19 17:00:00+08:00
58049,2024-09-19 17:00:00+08:00
58100,2024-09-19 17:00:00+08:00
58101,2024-09-19 17:00:00+08:00
58102,2024-09-19 15:00:00+08:00
58104,2024-09-19 17:00:00+08:00
58107,2024-09-19 15:00:00+08:00
58108,2024-09-19 15:00:00+08:00
58109,2024-09-19 15:00:00+08:00
58111,2024-09-19 17:00:00+08:00
58112,2024-09-19 16:00:00+08:00
58113,2024-09-19 15:00:00+08:00
58114,2024-09-19 15:00:00+08:00
58116,2024-09-19 15:00:00+08:00
58117,2024-09-19 15:00:00+08:00
58118,2024-09-19 15:00:00+08:00
58122,2024-09-19 16:00:00+08:00
58125,2024-09-19 16:00:00+08:00
58126,2024-09-19 16:00:00+08:00
58127,2024-09-19 16:00:00+08:00
58128,2024-09-19 16:00:00+08:00
58129,2024-09-19 16:00:00+08:00
58130,2024-09-19 17:00:00+08:00
58131,2024-09-19 17:00:00+08:00
58132,2024-09-19 17:00:00+08:00
58135,2024-09-19 17:00:00+08:00
58138,2024-09-19 17:00:00+08:00
58139,2024-09-19 17:00:00+08:00
58140,2024-09-19 17:00:00+08:00
58141,2024-09-19 17:00:00+08:00
58143,2024-09-19 17:00:00+08:00
58145,2024-09-19 17:00:00+08:00
58146,2024-09-19 17:00:00+08:00
58147,2024-09-19 17:00:00+08:00
58148,2024-09-19 17:00:00+08:00
58150,2024-09-19 17:00:00+08:00
58154,2024-09-19 17:00:00+08:00
58158,2024-09-19 17:00:00+08:00
58202,2024-09-19 15:00:00+08:00
58203,2024-09-19 15:00:00+08:00
58205,2024-09-19 17:00:00+08:00
58207,2024-09-19 17:00:00+08:00
58208,2024-09-19 17:00:00+08:00
58210,2024-09-19 15:00:00+08:00
58212,2024-09-19 15:00:00+08:00
58214,2024-09-19 15:00:00+08:00
58215,2024-09-19 16:00:00+08:00
58220,2024-09-19 16:00:00+08:00
58221,2024-09-19 16:00:00+08:00
58222,2024-09-19 16:00:00+08:00
58223,2024-09-19 15:00:00+08:00
58224,2024-09-19 16:00:00+08:00
58225,2024-09-19 16:00:00+08:00
58230,2024-09-19 16:00:00+08:00
58234,2024-09-19 16:00:00+08:00
58235,2024-09-19 17:00:00+08:00
58236,2024-09-19 16:00:00+08:00
58237,2024-09-19 17:00:00+08:00
58238,2024-09-19 17:00:00+08:00
58240,2024-09-19 16:00:00+08:00
58241,2024-09-19 17:00:00+08:00
58242,2024-09-19 17:00:00+08:00
58243,2024-09-19 17:00:00+08:00
58244,2024-09-19 17:00:00+08:00
58245,2024-09-19 17:00:00+08:00
58246,2024-09-19 17:00:00+08:00
58247,2024-09-19 17:00:00+08:00
58249,2024-09-19 17:00:00+08:00
58250,2024-09-19 17:00:00+08:00
58251,2024-09-19 17:00:00+08:00
58252,2024-09-19 17:00:00+08:00
58254,2024-09-19 17:00:00+08:00
58255,2024-09-19 17:00:00+08:00
58257,2024-09-19 17:00:00+08:00
58259,2024-09-19 17:00:00+08:00
58264,2024-09-19 17:00:00+08:00
58265,2024-09-19 17:00:00+08:00
58268,2024-09-19 17:00:00+08:00
58269,2024-09-19 17:00:00+08:00
58301,2024-09-19 17:00:00+08:00
58306,2024-09-19 16:00:00+08:00
58311,2024-09-19 16:00:00+08:00
58314,2024-09-19 16:00:00+08:00
58316,2024-09-19 16:00:00+08:00
58317,2024-09-19 16:00:00+08:00
58319,2024-09-19 16:00:00+08:00
58320,2024-09-19 16:00:00+08:00
58321,2024-09-19 16:00:00+08:00
58323,2024-09-19 16:00:00+08:00
58326,2024-09-19 16:00:00+08:00
58327,2024-09-19 16:00:00+08:00
58329,2024-09-19 16:00:00+08:00
58330,2024-09-19 16:00:00+08:00
58331,2024-09-19 16:00:00+08:00
58334,2024-09-19 16:00:00+08:00
58335,2024-09-19 16:00:00+08:00
58336,2024-09-19 16:00:00+08:00
58337,2024-09-19 16:00:00+08:00
58338,2024-09-19 16:00:00+08:00
58339,2024-09-19 17:00:00+08:00
58340,2024-09-19 17:00:00+08:00
58341,2024-09-19 17:00:00+08:00
58342,2024-09-19 17:00:00+08:00
58343,2024-09-19 17:00:00+08:00
58344,2024-09-19 17:00:00+08:00
58345,2024-09-19 17:00:00+08:00
58346,2024-09-19 17:00:00+08:00
58349,2024-09-19 17:00:00+08:00
58351,2024-09-19 17:00:00+08:00
58352,2024-09-19 17:00:00+08:00
58353,2024-09-19 17:00:00+08:00
58354,2024-09-19 17:00:00+08:00
58356,2024-09-19 17:00:00+08:00
58358,2024-09-19 17:00:00+08:00
58359,2024-09-19 17:00:00+08:00
58360,2024-09-19 17:00:00+08:00
58361,2024-09-19 15:00:00+08:00
58362,2024-09-19 15:00:00+08:00
58365,2024-09-19 15:00:00+08:00
58366,2024-09-19 15:00:00+08:00
58367,2024-09-19 15:00:00+08:00
58369,2024-09-19 15:00:00+08:00
58370,2024-09-19 15:00:00+08:00
58377,2024-09-19 17:00:00+08:00
58401,2024-09-19 18:00:00+08:00
58402,2024-09-19 18:00:00+08:00
58404,2024-09-19 18:00:00+08:00
58407,2024-09-19 18:00:00+08:00
58408,2024-09-19 18:00:00+08:00
58409,2024-09-19 18:00:00+08:00
58414,2024-09-19 16:00:00+08:00
58415,2024-09-19 16:00:00+08:00
58416,2024-09-19 16:00:00+08:00
58417,2024-09-19 16:00:00+08:00
58418,2024-09-19 16:00:00+08:00
58419,2024-09-19 16:00:00+08:00
58420,2024-09-19 16:00:00+08:00
58421,2024-09-19 16:00:00+08:00
58423,2024-09-19 16:00:00+08:00
58424,2024-09-19 16:00:00+08:00
58426,2024-09-19 16:00:00+08:00
58427,2024-09-19 16:00:00+08:00
58428,2024-09-19 16:00:00+08:00
58429,2024-09-19 16:00:00+08:00
58431,2024-09-19 16:00:00+08:00
58432,2024-09-19 16:00:00+08:00
58433,2024-09-19 16:00:00+08:00
58435,2024-09-19 16:00:00+08:00
58436,2024-09-19 16:00:00+08:00
58437,2024-09-19 16:00:00+08:00
58438,2024-09-19 16:00:00+08:00
58441,2024-09-19 16:00:00+08:00
58442,2024-09-19 16:00:00+08:00
58443,2024-09-19 17:00:00+08:00
58446,2024-09-19 17:00:00+08:00
58448,2024-09-19 17:00:00+08:00
58449,2024-09-19 17:00:00+08:00
58450,2024-09-19 17:00:00+08:00
58451,2024-09-19 17:00:00+08:00
58452,2024-09-19 17:00:00+08:00
58453,2024-09-19 17:00:00+08:00
58454,2024-09-19 17:00:00+08:00
58455,2024-09-19 17:00:00+08:00
58456,2024-09-19 17:00:00+08:00
58457,2024-09-19 17:00:00+08:00
58458,2024-09-19 17:00:00+08:00
58459,2024-09-19 17:00:00+08:00
58460,2024-09-19 15:00:00+08:00
58461,2024-09-19 15:00:00+08:00
58462,2024-09-19 15:00:00+08:00
58463,2024-09-19 15:00:00+08:00
58464,2024-09-19 17:00:00+08:00
58467,2024-09-19 17:00:00+08:00
58468,2024-09-19 17:00:00+08:00
58472,2024-09-19 17:00:00+08:00
58477,2024-09-19 17:00:00+08:00
58484,2024-09-19 17:00:00+08:00
58500,2024-09-19 18:00:00+08:00
58501,2024-09-19 18:00:00+08:00
58502,2024-09-19 16:00:00+08:00
58503,2024-09-19 16:00:00+08:00
58505,2024-09-19 16:00:00+08:00
58506,2024-09-19 16:00:00+08:00
58507,2024-09-19 16:00:00+08:00
58508,2024-09-19 16:00:00+08:00
58509,2024-09-19 16:00:00+08:00
58510,2024-09-19 16:00:00+08:00
58512,2024-09-19 16:00:00+08:00
58514,2024-09-19 16:00:00+08:00
58517,2024-09-19 16:00:00+08:00
58519,2024-09-19 16:00:00+08:00
58520,2024-09-19 16:00:00+08:00
58523,2024-09-19 16:00:00+08:00
58524,2024-09-19 16:00:00+08:00
58527,2024-09-19 16:00:00+08:00
58529,2024-09-19 16:00:00+08:00
58530,2024-09-19 16:00:00+08:00
58531,2024-09-19 16:00:00+08:00
58534,2024-09-19 16:00:00+08:00
58537,2024-09-19 17:00:00+08:00
58542,2024-09-19 17:00:00+08:00
58543,2024-09-19 17:00:00+08:00
58544,2024-09-19 17:00:00+08:00
58546,2024-09-19 17:00:00+08:00
58547,2024-09-19 17:00:00+08:00
58548,2024-09-19 17:00:00+08:00
58549,2024-09-19 17:00:00+08:00
58550,2024-09-19 18:00:00+08:00
58553,2024-09-19 17:00:00+08:00
58555,2024-09-19 17:00:00+08:00
58556,2024-09-19 17:00:00+08:00
58557,2024-09-19 17:00:00+08:00
58558,2024-09-19 17:00:00+08:00
58559,2024-09-19 17:00:00+08:00
58560,2024-09-19 18:00:00+08:00
58561,2024-09-19 18:00:00+08:00
58562,2024-09-19 17:00:00+08:00
58563,2024-09-19 17:00:00+08:00
58565,2024-09-19 17:00:00+08:00
58566,2024-09-19 17:00:00+08:00
58567,2024-09-19 17:00:00+08:00
58568,2024-09-19 17:00:00+08:00
58569,2024-09-19 18:00:00+08:00
58570,2024-09-19 17:00:00+08:00
